user_id,role,department,plan,tenure_months,logins_last_30d,session_length_min,patients_documented,features_adopted,ttfv_days,support_tickets,nps_score,adopted_patient_timeline,adopted_e_prescribing,adopted_care_gap_alerts,adopted_secure_messaging,adopted_lab_viewer,adopted_referral_tracker,adopted_voice_notes,adopted_analytics_dashboard,depth_patient_timeline,depth_e_prescribing,depth_care_gap_alerts,depth_secure_messaging,depth_voice_notes,depth_analytics_dashboard,cohort_month,power_user
CF00910,Care Coordinator,Primary Care,Professional,28,19,9.3,53,4,1,2,78,1,1,0,1,1,0,0,0,8.3,8.7,0.0,5.7,0.0,0.0,2023-10-28,0
CF00911,Registered Nurse,Pediatrics,Starter,5,14,15.0,28,6,1,0,52,1,1,1,1,0,0,1,1,4.5,5.6,3.9,5.9,4.6,0.0,2023-01-31,1
CF00912,Care Coordinator,Oncology,Enterprise,18,7,16.7,47,4,2,0,100,1,0,1,1,1,0,0,0,7.2,0.0,6.9,5.0,0.0,0.0,2023-04-01,0
CF00913,Nurse Practitioner,Primary Care,Starter,2,8,10.7,63,4,1,1,26,1,0,0,0,1,0,1,1,9.0,0.0,0.0,0.0,10.0,0.0,2023-01-31,0
CF00914,Physician,Primary Care,Professional,4,18,9.9,36,4,4,0,75,1,0,0,1,0,1,0,1,6.5,0.0,0.0,4.0,0.0,7.5,2024-03-26,1
CF00915,Physician,Oncology,Professional,3,7,11.8,50,3,1,0,32,1,0,0,1,0,0,1,0,9.7,0.0,0.0,6.5,10.0,0.0,2024-04-25,0
CF00916,Registered Nurse,Oncology,Enterprise,9,16,12.2,49,5,4,1,46,1,1,0,1,0,1,1,0,6.4,10.0,0.0,6.9,8.8,0.0,2023-09-28,1
CF00917,Registered Nurse,Primary Care,Enterprise,14,17,20.6,38,6,10,0,96,1,1,1,1,1,0,0,1,10.0,7.8,5.9,6.2,0.0,7.5,2023-10-28,1
CF00918,Physician,Pediatrics,Starter,4,16,16.0,4,4,4,5,63,1,0,1,1,1,0,0,0,6.6,0.0,1.5,9.5,0.0,0.0,2023-01-01,0
CF00919,Registered Nurse,Primary Care,Starter,8,13,15.7,24,5,2,1,26,1,1,1,0,1,0,0,1,10.0,4.2,6.4,0.0,0.0,1.8,2023-01-31,0
CF00920,Nurse Practitioner,Cardiology,Enterprise,2,19,16.7,38,5,1,0,69,1,1,0,1,1,0,0,1,9.4,9.8,0.0,5.5,0.0,5.3,2024-05-25,1
CF00921,Physician,Emergency,Professional,20,12,13.4,63,7,6,0,11,1,1,1,1,1,1,0,1,7.2,7.7,3.5,10.0,0.0,8.7,2024-03-26,1
CF00922,Nurse Practitioner,Oncology,Starter,5,11,26.1,12,2,6,0,24,1,1,0,0,0,0,0,0,4.2,2.2,0.0,0.0,0.0,0.0,2024-03-26,0
CF00923,Physician,Primary Care,Starter,8,11,2.6,27,5,21,0,24,0,1,1,0,1,1,0,1,0.0,0.9,5.5,0.0,0.0,5.0,2024-01-26,1
CF00924,Nurse Practitioner,Emergency,Enterprise,3,21,25.0,69,6,9,0,20,1,1,0,1,1,1,0,1,10.0,10.0,0.0,6.2,0.0,8.5,2023-10-28,1
CF00925,Physician,Cardiology,Enterprise,7,16,19.9,53,3,2,0,70,0,1,0,1,0,0,0,1,0.0,6.9,0.0,10.0,0.0,6.6,2024-02-25,1
CF00926,Care Coordinator,Emergency,Professional,12,19,16.2,55,5,3,2,20,1,1,0,1,1,0,0,1,3.4,6.2,0.0,7.6,0.0,4.0,2023-05-31,1
CF00927,Nurse Practitioner,Primary Care,Starter,6,3,10.8,52,4,1,0,38,1,1,0,0,1,0,1,0,7.7,6.6,0.0,0.0,3.9,0.0,2023-01-01,0
CF00928,Registered Nurse,Emergency,Professional,18,20,14.5,11,4,2,1,79,0,1,0,1,1,1,0,0,0.0,5.9,0.0,6.4,0.0,0.0,2023-03-02,0
CF00929,Registered Nurse,Pediatrics,Enterprise,6,17,10.7,47,3,2,0,70,1,1,0,0,1,0,0,0,6.7,6.2,0.0,0.0,0.0,0.0,2024-02-25,0
CF00930,Physician,Cardiology,Professional,4,20,7.5,26,6,1,1,33,1,1,0,1,1,0,1,1,5.1,6.0,0.0,7.5,5.2,9.1,2023-12-27,1
CF00931,Physician,Primary Care,Professional,10,15,15.1,73,6,4,1,39,1,1,1,1,0,1,1,0,6.7,1.2,1.3,5.2,6.8,0.0,2023-03-02,1
CF00932,Registered Nurse,Oncology,Enterprise,26,22,7.9,53,6,4,1,66,1,0,1,1,1,1,1,0,7.1,0.0,10.0,1.5,8.5,0.0,2023-12-27,1
CF00933,Nurse Practitioner,Cardiology,Professional,15,22,20.9,55,4,4,4,19,1,1,0,1,0,0,0,1,10.0,5.0,0.0,8.6,0.0,4.6,2023-07-30,1
CF00934,Physician,Emergency,Professional,23,12,22.5,80,5,10,1,60,1,1,0,1,1,0,1,0,10.0,8.8,0.0,6.9,5.2,0.0,2024-04-25,1
CF00935,Physician,Pediatrics,Starter,6,12,1.0,28,5,2,1,52,0,1,1,1,0,1,1,0,0.0,8.2,7.1,8.6,5.1,0.0,2023-05-01,1
CF00936,Registered Nurse,Pediatrics,Professional,9,14,6.5,47,3,4,2,80,1,0,0,0,1,0,0,1,5.2,0.0,0.0,0.0,0.0,9.3,2024-05-25,0
CF00937,Nurse Practitioner,Emergency,Enterprise,6,18,19.5,64,4,3,1,60,0,0,1,1,1,0,1,0,0.0,0.0,8.2,9.4,7.0,0.0,2024-05-25,1
CF00938,Physician,Pediatrics,Enterprise,36,9,19.1,50,7,2,2,60,1,1,1,0,1,1,1,1,3.2,6.7,5.7,0.0,3.6,3.9,2023-07-30,0
CF00939,Nurse Practitioner,Emergency,Starter,33,10,14.5,61,6,2,1,2,1,1,1,1,0,1,0,1,6.8,10.0,5.3,6.5,0.0,0.5,2023-03-02,1
CF00940,Nurse Practitioner,Pediatrics,Starter,5,10,16.4,52,6,4,0,47,1,1,0,1,1,1,1,0,3.1,8.4,0.0,6.1,5.8,0.0,2024-02-25,1
CF00941,Nurse Practitioner,Pediatrics,Professional,11,10,20.3,66,5,6,0,71,1,0,1,1,0,1,1,0,9.1,0.0,4.1,2.0,2.1,0.0,2024-05-25,0
CF00942,Registered Nurse,Primary Care,Enterprise,9,16,23.0,56,5,2,1,60,1,0,1,1,1,0,0,1,7.0,0.0,5.3,3.1,0.0,6.2,2024-04-25,1
CF00943,Registered Nurse,Primary Care,Starter,5,4,24.6,28,4,3,0,38,1,1,0,1,1,0,0,0,5.2,3.5,0.0,10.0,0.0,0.0,2024-03-26,0
CF00944,Physician,Primary Care,Professional,2,21,16.0,38,4,8,1,39,1,1,0,0,0,0,1,1,10.0,8.9,0.0,0.0,7.0,6.7,2023-05-31,1
CF00945,Physician,Emergency,Starter,14,14,19.0,28,4,9,0,26,1,0,1,1,1,0,0,0,2.6,0.0,4.4,4.8,0.0,0.0,2023-01-31,0
CF00946,Nurse Practitioner,Cardiology,Enterprise,1,27,8.1,22,6,4,1,59,1,1,0,1,1,1,0,1,9.9,3.7,0.0,10.0,0.0,0.0,2023-09-28,0
CF00947,Registered Nurse,Emergency,Starter,28,7,13.0,43,5,7,4,10,1,1,1,1,0,0,0,1,7.3,4.7,5.1,7.2,0.0,6.9,2023-04-01,0
CF00948,Care Coordinator,Pediatrics,Starter,2,6,6.5,52,3,5,2,56,1,0,0,0,1,0,1,0,7.6,0.0,0.0,0.0,3.0,0.0,2024-05-25,0
CF00949,Care Coordinator,Emergency,Professional,12,16,24.2,45,3,5,0,43,1,1,0,0,1,0,0,0,7.3,8.8,0.0,0.0,0.0,0.0,2023-07-30,1
CF00950,Nurse Practitioner,Oncology,Starter,1,3,27.8,25,3,1,2,52,0,1,0,1,1,0,0,0,0.0,9.0,0.0,2.2,0.0,0.0,2023-05-31,0
CF00951,Physician,Emergency,Professional,16,15,19.1,46,6,10,1,43,1,0,1,1,1,1,1,0,8.8,0.0,3.4,5.6,4.4,0.0,2023-11-27,1
CF00952,Registered Nurse,Emergency,Starter,25,8,6.0,40,4,7,0,40,1,0,1,1,1,0,0,0,10.0,0.0,0.3,8.6,0.0,0.0,2023-03-02,0
CF00953,Physician,Primary Care,Starter,4,10,13.2,42,4,3,0,14,1,1,0,1,1,0,0,0,1.9,8.4,0.0,7.6,0.0,0.0,2024-04-25,1
CF00954,Care Coordinator,Primary Care,Starter,18,13,14.0,72,5,1,1,86,1,1,1,1,0,1,0,0,7.2,7.0,7.5,5.1,0.0,0.0,2023-05-31,1
CF00955,Physician,Primary Care,Starter,5,12,15.0,18,5,5,0,65,1,0,0,1,1,0,1,1,6.7,0.0,0.0,8.6,3.4,8.0,2024-02-25,1
CF00956,Nurse Practitioner,Oncology,Professional,4,24,22.4,53,3,1,0,53,1,0,0,1,0,0,1,0,6.5,0.0,0.0,3.1,5.8,0.0,2023-01-01,1
CF00957,Registered Nurse,Emergency,Starter,22,14,19.6,49,2,1,2,18,1,0,1,0,0,0,0,0,8.0,0.0,4.2,0.0,0.0,0.0,2023-05-01,0
CF00958,Nurse Practitioner,Pediatrics,Professional,2,8,1.0,47,4,4,1,92,1,1,0,1,1,0,0,0,6.8,9.4,0.0,9.5,0.0,0.0,2023-05-31,0
CF00959,Physician,Emergency,Enterprise,24,22,26.0,51,8,6,0,68,1,1,1,1,1,1,1,1,6.6,5.6,7.3,10.0,6.0,4.6,2024-04-25,1
CF00960,Nurse Practitioner,Pediatrics,Professional,5,8,12.9,24,2,4,2,45,1,0,1,0,0,0,0,0,10.0,0.0,7.5,0.0,0.0,0.0,2023-06-30,0
CF00961,Care Coordinator,Cardiology,Starter,18,12,10.5,23,5,2,0,26,1,0,1,1,1,1,0,0,4.5,0.0,7.2,3.8,0.0,0.0,2023-07-30,1
CF00962,Physician,Cardiology,Enterprise,9,11,26.4,70,5,2,2,55,1,1,1,1,1,0,0,0,6.5,5.0,3.5,7.4,0.0,0.0,2023-01-01,0
CF00963,Physician,Primary Care,Starter,2,7,12.3,65,6,5,1,71,1,1,1,0,1,1,1,0,5.9,1.7,5.7,0.0,0.0,0.0,2024-04-25,1
CF00964,Physician,Primary Care,Starter,3,18,5.6,22,5,1,0,22,0,0,1,1,1,1,0,1,0.0,0.0,5.9,8.4,0.0,5.2,2024-01-26,0
CF00965,Nurse Practitioner,Oncology,Professional,3,12,7.9,55,7,1,3,47,1,1,1,1,1,1,1,0,5.9,4.3,3.2,8.1,7.8,0.0,2023-04-01,1
CF00966,Nurse Practitioner,Emergency,Professional,12,11,16.2,56,5,3,1,48,1,1,1,0,1,0,1,0,10.0,6.0,4.2,0.0,3.8,0.0,2023-12-27,0
CF00967,Nurse Practitioner,Primary Care,Starter,23,9,19.3,56,8,20,0,54,1,1,1,1,1,1,1,1,4.9,0.7,4.9,10.0,5.0,0.0,2024-04-25,0
CF00968,Physician,Pediatrics,Professional,2,13,24.9,50,5,4,1,74,1,0,1,1,1,1,0,0,10.0,0.0,10.0,8.5,0.0,0.0,2023-10-28,0
CF00969,Care Coordinator,Emergency,Professional,1,21,14.8,54,2,2,0,51,1,1,0,0,0,0,0,0,3.3,6.0,0.0,0.0,0.0,0.0,2024-04-25,1
CF00970,Physician,Primary Care,Professional,4,8,13.0,63,6,2,0,58,1,1,1,1,0,1,0,1,1.1,6.6,5.7,6.1,0.0,5.1,2023-05-31,1
CF00971,Registered Nurse,Cardiology,Starter,1,5,23.6,12,6,3,3,49,1,1,1,0,1,1,0,1,5.2,3.9,5.3,0.0,0.0,5.8,2023-03-02,0
CF00972,Registered Nurse,Emergency,Professional,11,17,13.1,46,6,7,1,33,1,1,0,1,1,1,0,1,4.0,4.1,0.0,6.2,0.0,6.4,2023-10-28,1
CF00973,Nurse Practitioner,Pediatrics,Starter,2,3,22.6,0,3,11,1,40,1,0,1,0,1,0,0,0,10.0,0.0,5.3,0.0,0.0,0.0,2024-02-25,0
CF00974,Nurse Practitioner,Pediatrics,Starter,16,10,15.3,0,5,1,0,14,0,1,1,1,0,1,1,0,0.0,7.3,7.7,8.3,5.3,0.0,2023-01-31,0
CF00975,Registered Nurse,Primary Care,Professional,4,20,17.3,29,7,7,0,54,1,1,1,1,1,1,1,0,4.5,5.5,4.7,7.5,7.7,0.0,2023-01-31,1
CF00976,Physician,Primary Care,Professional,13,14,14.4,14,5,1,1,49,1,1,0,0,0,1,1,1,6.7,3.2,0.0,0.0,6.2,4.4,2024-01-26,1
CF00977,Registered Nurse,Oncology,Professional,9,12,17.6,56,5,1,1,53,1,0,1,0,1,1,0,1,6.4,0.0,9.1,0.0,0.0,1.3,2023-03-02,1
CF00978,Physician,Cardiology,Professional,18,11,13.1,65,5,1,1,35,1,1,1,1,0,0,1,0,10.0,4.9,5.0,4.9,3.7,0.0,2023-06-30,1
CF00979,Care Coordinator,Primary Care,Enterprise,36,13,13.8,49,3,6,0,100,1,0,0,1,0,0,0,1,7.9,0.0,0.0,4.0,0.0,5.5,2023-09-28,1
CF00980,Physician,Oncology,Professional,19,11,15.1,42,5,10,2,74,1,0,1,0,1,1,1,0,7.9,0.0,5.5,0.0,2.4,0.0,2023-01-01,0
CF00981,Care Coordinator,Emergency,Starter,12,12,10.0,31,5,3,0,35,1,1,1,1,0,0,0,1,8.3,6.2,4.9,4.0,0.0,0.3,2023-11-27,1
CF00982,Registered Nurse,Oncology,Enterprise,4,23,19.7,50,5,1,0,38,1,0,1,1,0,1,1,0,8.1,0.0,10.0,5.7,6.9,0.0,2023-06-30,1
CF00983,Physician,Oncology,Starter,20,16,14.4,38,6,3,0,41,1,1,1,1,0,1,0,1,6.9,4.4,5.0,0.4,0.0,6.1,2023-01-31,1
CF00984,Registered Nurse,Emergency,Enterprise,5,14,16.3,62,4,6,0,52,1,1,0,0,0,1,0,1,5.4,7.8,0.0,0.0,0.0,7.4,2024-01-26,0
CF00985,Nurse Practitioner,Cardiology,Professional,11,11,14.7,36,5,1,1,49,1,1,0,1,1,0,0,1,7.5,2.8,0.0,5.0,0.0,3.1,2023-04-01,1
CF00986,Nurse Practitioner,Emergency,Starter,5,15,12.5,19,5,3,0,49,1,1,0,1,1,1,0,0,7.4,8.9,0.0,8.4,0.0,0.0,2023-03-02,0
CF00987,Nurse Practitioner,Pediatrics,Enterprise,36,8,28.3,45,6,12,0,32,1,1,1,1,0,1,0,1,4.1,5.5,5.4,9.4,0.0,9.6,2023-08-29,1
CF00988,Physician,Primary Care,Professional,8,12,15.8,61,5,4,1,32,1,1,0,1,1,1,0,0,7.4,5.1,0.0,8.2,0.0,0.0,2024-02-25,1
CF00989,Physician,Emergency,Enterprise,16,16,14.3,47,7,4,1,58,1,1,0,1,1,1,1,1,4.4,6.1,0.0,3.0,5.2,8.0,2023-03-02,1
CF00990,Care Coordinator,Oncology,Enterprise,1,12,16.1,85,5,3,0,14,1,1,1,1,0,1,0,0,3.3,5.6,7.2,7.4,0.0,0.0,2023-06-30,0
CF00991,Physician,Cardiology,Starter,2,6,17.8,30,3,4,1,93,1,1,1,0,0,0,0,0,6.7,4.0,5.6,0.0,0.0,0.0,2024-04-25,0
CF00992,Care Coordinator,Primary Care,Professional,28,16,14.7,73,3,3,1,69,1,1,0,0,0,0,0,1,8.5,6.6,0.0,0.0,0.0,1.5,2023-01-01,1
CF00993,Registered Nurse,Pediatrics,Professional,6,6,15.0,21,6,1,2,56,1,1,1,1,0,1,1,0,9.6,4.6,8.5,7.9,3.5,0.0,2023-05-31,0
CF00994,Registered Nurse,Oncology,Starter,2,7,12.3,21,2,3,1,62,1,1,0,0,0,0,0,0,5.5,5.0,0.0,0.0,0.0,0.0,2023-01-01,0
CF00995,Registered Nurse,Cardiology,Professional,1,11,16.8,55,5,1,2,54,1,1,1,1,1,0,0,0,3.5,6.5,7.4,2.9,0.0,0.0,2023-09-28,0
CF00996,Registered Nurse,Pediatrics,Enterprise,3,18,20.2,65,6,3,0,56,1,1,1,1,1,0,0,1,5.3,6.0,6.4,8.0,0.0,4.6,2023-12-27,1
CF00997,Physician,Pediatrics,Starter,1,4,16.5,32,4,2,1,51,1,1,0,1,1,0,0,0,6.3,3.8,0.0,5.3,0.0,0.0,2023-11-27,1
CF00998,Registered Nurse,Primary Care,Starter,1,17,4.0,76,4,4,1,44,1,0,0,1,1,0,0,1,6.6,0.0,0.0,10.0,0.0,0.6,2024-02-25,0
CF00999,Physician,Cardiology,Starter,6,10,7.5,37,6,1,1,66,1,1,0,1,0,1,1,1,8.1,10.0,0.0,7.1,4.7,4.3,2023-08-29,1
CF01000,Registered Nurse,Cardiology,Starter,6,10,1.0,41,4,1,1,42,1,1,1,1,0,0,0,0,6.4,4.3,4.1,5.2,0.0,0.0,2023-05-01,0
CF01001,Registered Nurse,Pediatrics,Starter,1,9,18.7,24,3,7,0,67,1,1,0,0,0,1,0,0,9.6,7.8,0.0,0.0,0.0,0.0,2023-01-31,0
CF01002,Care Coordinator,Primary Care,Professional,4,11,22.5,79,6,7,0,88,1,1,0,1,1,1,0,1,5.6,4.4,0.0,6.8,0.0,2.3,2023-05-01,1
CF01003,Nurse Practitioner,Primary Care,Enterprise,1,12,25.7,72,6,4,2,72,1,0,1,1,1,0,1,1,8.7,0.0,10.0,6.6,6.6,8.4,2023-08-29,1
CF01004,Physician,Pediatrics,Professional,5,20,16.7,54,5,4,1,53,1,1,1,1,0,0,1,0,8.8,3.5,5.2,4.5,7.5,0.0,2023-05-31,1
CF01005,Nurse Practitioner,Emergency,Professional,16,15,22.7,12,5,2,2,22,1,1,0,1,1,1,0,0,8.2,4.7,0.0,4.8,0.0,0.0,2023-05-31,0
CF01006,Physician,Oncology,Starter,14,11,13.6,43,3,7,1,29,1,0,0,1,1,0,0,0,8.3,0.0,0.0,10.0,0.0,0.0,2023-10-28,0
CF01007,Physician,Cardiology,Starter,3,16,13.1,26,6,1,0,17,1,1,1,1,1,0,0,1,4.2,5.5,3.6,4.5,0.0,8.2,2023-05-01,1
CF01008,Physician,Primary Care,Enterprise,10,14,8.6,63,5,1,2,55,1,1,0,0,1,1,1,0,9.7,5.7,0.0,0.0,4.1,0.0,2023-04-01,0
CF01009,Registered Nurse,Oncology,Starter,12,14,9.2,54,6,5,1,63,1,1,0,1,1,1,1,0,5.6,10.0,0.0,4.5,6.5,0.0,2023-04-01,1
CF01010,Registered Nurse,Oncology,Enterprise,3,17,14.3,40,5,1,2,21,1,0,1,0,0,1,1,1,7.1,0.0,7.9,0.0,3.1,6.1,2023-05-01,1
CF01011,Physician,Emergency,Starter,1,7,19.4,40,3,1,0,50,1,1,0,0,0,1,0,0,4.4,7.2,0.0,0.0,0.0,0.0,2023-10-28,0
CF01012,Physician,Cardiology,Professional,36,18,25.8,63,3,5,1,11,1,0,0,1,1,0,0,0,8.1,0.0,0.0,10.0,0.0,0.0,2023-05-01,0
CF01013,Physician,Primary Care,Professional,12,7,13.0,48,3,4,1,39,1,0,0,1,0,0,1,0,6.1,0.0,0.0,7.0,4.7,0.0,2023-06-30,0
CF01014,Physician,Cardiology,Starter,36,14,16.1,29,6,10,0,57,1,1,1,1,1,0,0,1,5.2,1.6,6.7,6.7,0.0,7.5,2023-03-02,1
CF01015,Physician,Cardiology,Starter,4,7,15.5,14,2,3,0,29,1,1,0,0,0,0,0,0,8.6,7.8,0.0,0.0,0.0,0.0,2024-05-25,0
CF01016,Nurse Practitioner,Pediatrics,Professional,27,16,11.2,32,3,6,0,78,1,1,0,1,0,0,0,0,5.3,3.3,0.0,7.4,0.0,0.0,2023-01-31,0
CF01017,Nurse Practitioner,Primary Care,Starter,26,18,3.5,10,3,3,2,45,0,1,1,1,0,0,0,0,0.0,5.0,10.0,8.1,0.0,0.0,2023-08-29,0
CF01018,Nurse Practitioner,Pediatrics,Starter,3,14,9.3,55,3,3,1,36,0,1,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2023-09-28,1
CF01019,Physician,Emergency,Starter,9,8,5.2,37,4,5,0,41,1,0,1,1,0,1,0,0,8.3,0.0,9.6,6.1,0.0,0.0,2023-06-30,0
CF01020,Care Coordinator,Oncology,Starter,19,11,12.0,11,4,3,1,39,1,0,1,1,1,0,0,0,7.1,0.0,5.4,6.5,0.0,0.0,2023-11-27,0
CF01021,Physician,Cardiology,Professional,14,12,15.0,45,3,2,2,57,1,0,1,1,0,0,0,0,4.2,0.0,6.9,6.4,0.0,0.0,2023-01-01,0
CF01022,Nurse Practitioner,Primary Care,Starter,13,5,12.8,9,4,2,2,13,1,1,0,1,1,0,0,0,7.3,10.0,0.0,1.4,0.0,0.0,2023-01-31,0
CF01023,Nurse Practitioner,Oncology,Starter,4,6,12.8,0,5,2,0,38,1,1,0,1,1,1,0,0,7.9,4.3,0.0,7.1,0.0,0.0,2024-03-26,0
CF01024,Registered Nurse,Emergency,Professional,9,14,18.7,69,6,1,2,33,1,1,1,0,1,1,1,0,10.0,9.7,7.3,0.0,4.2,0.0,2024-02-25,1
CF01025,Physician,Cardiology,Professional,4,17,10.3,69,7,1,1,52,1,1,0,1,1,1,1,1,10.0,6.2,0.0,6.8,2.2,3.7,2023-01-01,1
CF01026,Care Coordinator,Emergency,Starter,3,2,19.2,6,5,1,0,24,1,1,1,1,0,0,1,0,9.2,5.2,5.5,5.1,2.9,0.0,2023-11-27,0
CF01027,Physician,Cardiology,Enterprise,1,17,7.8,41,6,3,1,59,0,1,1,1,1,0,1,1,0.0,6.1,3.7,5.7,5.5,6.3,2023-06-30,1
CF01028,Registered Nurse,Cardiology,Professional,2,17,16.2,49,7,7,0,91,1,1,1,1,1,0,1,1,0.8,5.6,4.2,6.6,10.0,6.2,2023-06-30,1
CF01029,Nurse Practitioner,Pediatrics,Enterprise,1,18,20.2,47,5,2,2,100,1,1,0,1,0,1,1,0,6.2,2.9,0.0,3.8,2.8,0.0,2023-10-28,1
CF01030,Nurse Practitioner,Oncology,Starter,2,6,9.1,18,4,1,1,34,1,0,0,0,1,1,1,0,4.2,0.0,0.0,0.0,9.1,0.0,2023-12-27,0
CF01031,Registered Nurse,Oncology,Starter,12,16,4.3,25,2,1,1,44,1,0,0,1,0,0,0,0,8.5,0.0,0.0,10.0,0.0,0.0,2023-01-01,0
CF01032,Care Coordinator,Oncology,Starter,6,5,17.7,30,4,1,0,58,1,1,0,1,0,1,0,0,8.3,6.6,0.0,10.0,0.0,0.0,2024-04-25,0
CF01033,Physician,Emergency,Enterprise,10,20,13.8,44,5,3,0,47,0,1,1,1,0,1,1,0,0.0,10.0,7.9,10.0,4.8,0.0,2023-05-31,1
CF01034,Physician,Oncology,Professional,2,22,20.5,49,5,7,1,51,1,0,0,1,1,1,1,0,8.7,0.0,0.0,9.7,6.8,0.0,2023-12-27,1
CF01035,Registered Nurse,Emergency,Enterprise,36,7,22.4,50,6,2,1,44,1,1,1,0,1,1,0,1,8.5,10.0,6.5,0.0,0.0,3.8,2024-02-25,1
CF01036,Physician,Cardiology,Professional,1,15,15.8,30,3,2,2,66,1,1,1,0,0,0,0,0,7.0,3.5,10.0,0.0,0.0,0.0,2023-10-28,0
CF01037,Physician,Pediatrics,Starter,26,13,13.8,36,4,16,1,21,1,1,0,1,0,1,0,0,5.5,5.0,0.0,6.5,0.0,0.0,2024-03-26,0
CF01038,Registered Nurse,Primary Care,Starter,8,12,19.8,2,3,1,1,88,1,0,0,1,1,0,0,0,8.8,0.0,0.0,8.9,0.0,0.0,2023-12-27,0
CF01039,Physician,Cardiology,Starter,4,7,16.1,64,4,10,1,20,1,0,0,0,1,0,1,1,7.0,0.0,0.0,0.0,5.1,3.3,2023-05-01,0
CF01040,Physician,Cardiology,Professional,11,13,10.2,10,6,1,0,50,1,1,1,0,0,1,1,1,10.0,9.1,8.1,0.0,4.5,6.3,2023-01-01,1
CF01041,Physician,Primary Care,Professional,4,7,16.8,43,6,6,1,83,1,1,1,0,1,1,1,0,6.2,9.5,7.2,0.0,3.3,0.0,2023-03-02,0
CF01042,Physician,Pediatrics,Starter,5,12,17.2,42,4,7,0,52,1,1,1,1,0,0,0,0,6.3,5.1,1.4,7.4,0.0,0.0,2023-09-28,0
CF01043,Nurse Practitioner,Oncology,Enterprise,8,20,19.0,63,5,3,1,6,1,0,0,1,1,1,1,0,5.6,0.0,0.0,10.0,6.4,0.0,2023-04-01,1
CF01044,Nurse Practitioner,Emergency,Professional,4,11,17.0,50,6,1,1,67,1,1,1,1,1,0,1,0,8.9,7.8,3.5,7.7,5.3,0.0,2023-03-02,1
CF01045,Physician,Primary Care,Starter,3,7,13.0,60,3,3,2,43,1,1,1,0,0,0,0,0,4.9,7.1,2.1,0.0,0.0,0.0,2024-04-25,0
CF01046,Physician,Pediatrics,Professional,4,12,15.1,23,5,1,1,62,1,1,1,1,1,0,0,0,1.3,10.0,5.8,7.4,0.0,0.0,2023-06-30,1
CF01047,Registered Nurse,Primary Care,Starter,6,11,8.2,34,4,4,1,3,1,0,0,1,1,0,0,1,4.9,0.0,0.0,5.7,0.0,5.1,2023-06-30,0
CF01048,Registered Nurse,Emergency,Professional,2,14,7.3,48,8,2,1,100,1,1,1,1,1,1,1,1,5.5,8.7,7.4,6.7,2.6,0.7,2023-04-01,1
CF01049,Nurse Practitioner,Pediatrics,Professional,4,14,22.6,35,5,1,0,14,1,1,0,1,1,0,1,0,7.2,7.5,0.0,4.8,4.0,0.0,2023-09-28,0
CF01050,Physician,Pediatrics,Professional,18,14,12.0,33,7,1,1,79,1,1,1,1,1,1,1,0,6.4,5.5,7.9,8.7,2.9,0.0,2024-03-26,1
CF01051,Nurse Practitioner,Emergency,Starter,4,5,15.2,61,4,2,1,15,0,1,0,1,0,1,1,0,0.0,3.9,0.0,5.8,0.0,0.0,2024-05-25,0
CF01052,Care Coordinator,Pediatrics,Starter,6,0,4.9,21,3,4,2,15,1,1,0,1,0,0,0,0,7.8,3.9,0.0,6.2,0.0,0.0,2023-12-27,0
CF01053,Nurse Practitioner,Oncology,Enterprise,6,20,18.8,45,5,2,1,77,1,1,0,1,1,0,0,1,10.0,4.7,0.0,6.9,0.0,7.4,2023-06-30,0
CF01054,Registered Nurse,Cardiology,Professional,8,21,10.9,40,7,5,0,35,1,1,1,1,1,1,0,1,10.0,10.0,6.2,2.8,0.0,6.9,2023-04-01,1
CF01055,Nurse Practitioner,Primary Care,Professional,8,7,33.6,41,5,7,2,96,1,1,1,1,1,0,0,0,9.9,6.3,8.5,10.0,0.0,0.0,2023-10-28,0
CF01056,Nurse Practitioner,Emergency,Professional,2,11,9.7,48,7,12,0,83,1,1,1,1,1,0,1,1,9.6,5.6,5.8,10.0,5.1,7.0,2023-01-31,1
CF01057,Physician,Emergency,Enterprise,6,19,12.1,51,6,1,2,69,0,1,1,1,0,1,1,1,0.0,6.8,4.6,5.4,1.0,6.2,2023-06-30,1
CF01058,Nurse Practitioner,Primary Care,Starter,13,16,19.5,43,4,3,2,31,1,0,1,1,1,0,0,0,8.1,0.0,4.1,10.0,0.0,0.0,2023-10-28,1
CF01059,Care Coordinator,Oncology,Enterprise,21,20,24.6,58,6,4,1,49,1,0,1,1,1,1,0,1,7.3,0.0,5.2,7.2,0.0,6.9,2023-06-30,1
CF01060,Care Coordinator,Emergency,Starter,2,17,1.3,45,6,2,0,52,1,1,1,0,1,1,1,0,9.0,5.8,3.8,0.0,4.1,0.0,2023-09-28,0
CF01061,Physician,Primary Care,Professional,1,14,17.4,72,3,6,1,58,1,1,1,0,0,0,0,0,5.8,5.8,3.2,0.0,0.0,0.0,2024-04-25,0
CF01062,Registered Nurse,Oncology,Starter,11,13,19.1,18,4,1,1,32,1,1,0,0,1,0,1,0,8.7,4.0,0.0,0.0,2.7,0.0,2024-04-25,0
CF01063,Care Coordinator,Pediatrics,Starter,5,13,6.5,68,5,8,2,43,1,1,0,0,1,1,1,0,5.7,5.7,0.0,0.0,3.2,0.0,2023-08-29,1
